Brand Name,Factory CS,Coller size,Chest,Shoulder,Length,Type,Stuck_At,Fit Score
Robato,15,15,39.5,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,39.75,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,40,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,40.25,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,40.5,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,41,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,42,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,39.1,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,15,39.25,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,15,39.5,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,15,39.75,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,15,40,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,15,40.25,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,15,40.5,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,15,41,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,15,42,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,15,39.1,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,39.25,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,39.5,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,39.75,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,40,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,40.25,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,40.5,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,41,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,15,42,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,39.1,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,39.25,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,39.5,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,39.75,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,40,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,40.25,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,40.5,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,41,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,42,16.5,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,39.1,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,14.75,39.25,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,14.75,39.5,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,14.75,39.75,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,14.75,40,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,14.75,40.25,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,14.75,40.5,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,14.75,41,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,14.75,42,16.75,29.5,slim fit,thight,Thight in your chest area.
Robato,15,14.75,39.1,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,39.25,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,39.5,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,39.75,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,40,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,40.25,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,40.5,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,41,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15,14.75,42,16.75,29.25,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.1,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.25,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.5,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.75,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,42,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,42.25,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,43,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,44,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.1,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.25,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.5,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.75,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,42,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,42.25,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,43,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,44,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.1,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.25,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.5,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.75,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,42,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,42.25,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,43,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,44,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.1,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.25,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.5,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,41.75,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,42,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,42.25,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,43,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.5,44,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.1,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.25,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.5,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.75,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,42,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,42.25,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,43,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,44,17,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.1,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.25,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.5,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.75,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,42,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,42.25,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,43,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,44,17.25,30,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.1,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.25,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.5,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.75,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,42,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,42.25,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,43,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,44,17,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.1,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.25,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.5,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,41.75,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,42,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,42.25,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,43,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,15.5,15.25,44,17.25,29.75,slim fit,thight,Thight in your chest area.
Robato,16,16,44.1,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,44.25,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,44.5,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,44.75,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,45,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,45.25,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,45.5,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,46,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,46.25,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,46.5,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,46.75,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,47,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,44.1,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,44.25,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,44.5,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,44.75,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,45,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,45.25,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,45.5,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,46,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,46.25,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,46.5,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,46.75,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,47,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,44.1,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,44.25,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,44.5,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,44.75,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,45,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,45.25,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,45.5,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,46,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,46.25,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,46.5,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,46.75,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,47,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,16,44.1,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,44.25,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,44.5,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,44.75,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,45,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,45.25,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,45.5,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,46,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,46.25,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,46.5,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,46.75,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,47,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,44.1,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,44.25,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,44.5,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,44.75,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,45,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,45.25,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,45.5,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,46,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,46.25,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,46.5,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,46.75,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,47,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,44.1,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,44.25,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,44.5,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,44.75,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,45,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,45.25,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,45.5,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,46,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,46.25,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,46.5,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,46.75,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,16,47,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.1,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.25,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.5,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.75,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45.25,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45.5,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.25,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.5,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.75,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,47,17.5,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.1,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.25,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.5,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.75,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45.25,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45.5,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.25,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.5,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.75,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,47,17.75,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.1,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.25,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.5,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.75,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45.25,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45.5,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.25,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.5,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.75,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,47,18,30.5,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.1,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.25,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.5,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.75,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45.25,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45.5,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.25,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.5,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.75,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,47,17.5,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.1,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.25,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.5,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.75,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45.25,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45.5,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.25,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.5,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,46.75,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,47,17.75,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.1,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.25,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.5,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,44.75,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45.25,18,30.25,slim fit,thight,Thight in your chest area.
Robato,16,15.75,45.5,18,30.25,slim fit,thight,Thight in your chest area.
