Brand Name,Recommend CS,Coller size,Chest,Shoulder,Length,Type
Robato,15.5,15.25,39.75,17,30,slim fit
Robato,15.5,15.25,40,17,30,slim fit
Robato,15.5,15.25,40.25,17,30,slim fit
Robato,15.5,15.25,40.5,17,30,slim fit
Robato,15.5,15.25,40.75,17,30,slim fit
Robato,15.5,15.25,41,17,30,slim fit
Robato,15.5,15.25,39.25,17.25,30,slim fit
Robato,15.5,15.25,39.5,17.25,30,slim fit
Robato,15.5,15.25,39.75,17.25,30,slim fit
Robato,15.5,15.25,40,17.25,30,slim fit
Robato,15.5,15.25,40.25,17.25,30,slim fit
Robato,15.5,15.25,40.5,17.25,30,slim fit
Robato,15.5,15.25,40.75,17.25,30,slim fit
Robato,15.5,15.25,41,17.25,30,slim fit
Robato,15.5,15.25,39.25,17,29.75,slim fit
Robato,15.5,15.25,39.5,17,29.75,slim fit
Robato,15.5,15.25,39.75,17,29.75,slim fit
Robato,15.5,15.25,40,17,29.75,slim fit
Robato,15.5,15.25,40.25,17,29.75,slim fit
Robato,15.5,15.25,40.5,17,29.75,slim fit
Robato,15.5,15.25,40.75,17,29.75,slim fit
Robato,15.5,15.25,41,17,29.75,slim fit
Robato,15.5,15.25,39.25,17.25,29.75,slim fit
Robato,15.5,15.25,39.5,17.25,29.75,slim fit
Robato,15.5,15.25,39.75,17.25,29.75,slim fit
Robato,15.5,15.25,40,17.25,29.75,slim fit
Robato,15.5,15.25,40.25,17.25,29.75,slim fit
Robato,15.5,15.25,40.5,17.25,29.75,slim fit
Robato,15.5,15.25,40.75,17.25,29.75,slim fit
Robato,15.5,15.25,41,17.25,29.75,slim fit
Robato,16,16,41.25,17.5,30.5,slim fit
Robato,16,16,41.5,17.5,30.5,slim fit
Robato,16,16,41.75,17.5,30.5,slim fit
Robato,16,16,42,17.5,30.5,slim fit
Robato,16,16,42.25,17.5,30.5,slim fit
Robato,16,16,42.5,17.5,30.5,slim fit
Robato,16,16,42.75,17.5,30.5,slim fit
Robato,16,16,43,17.5,30.5,slim fit
Robato,16,16,43.25,17.5,30.5,slim fit
Robato,16,16,43.5,17.5,30.5,slim fit
Robato,16,16,43.75,17.5,30.5,slim fit
Robato,16,16,44,17.5,30.5,slim fit
Robato,16,16,41.25,17.75,30.5,slim fit
Robato,16,16,41.5,17.75,30.5,slim fit
Robato,16,16,41.75,17.75,30.5,slim fit
Robato,16,16,42,17.75,30.5,slim fit
Robato,16,16,42.25,17.75,30.5,slim fit
Robato,16,16,42.5,17.75,30.5,slim fit
Robato,16,16,42.75,17.75,30.5,slim fit
Robato,16,16,43,17.75,30.5,slim fit
Robato,16,16,43.25,17.75,30.5,slim fit
Robato,16,16,43.5,17.75,30.5,slim fit
Robato,16,16,43.75,17.75,30.5,slim fit
Robato,16,16,44,17.75,30.5,slim fit
Robato,16,16,41.25,18,30.5,slim fit
Robato,16,16,41.5,18,30.5,slim fit
Robato,16,16,41.75,18,30.5,slim fit
Robato,16,16,42,18,30.5,slim fit
Robato,16,16,42.25,18,30.5,slim fit
Robato,16,16,42.5,18,30.5,slim fit
Robato,16,16,42.75,18,30.5,slim fit
Robato,16,16,43,18,30.5,slim fit
Robato,16,16,43.25,18,30.5,slim fit
Robato,16,16,43.5,18,30.5,slim fit
Robato,16,16,43.75,18,30.5,slim fit
Robato,16,16,44,18,30.5,slim fit
Robato,16,16,41.25,17.5,30.25,slim fit
Robato,16,16,41.5,17.5,30.25,slim fit
Robato,16,16,41.75,17.5,30.25,slim fit
Robato,16,16,42,17.5,30.25,slim fit
Robato,16,16,42.25,17.5,30.25,slim fit
Robato,16,16,42.5,17.5,30.25,slim fit
Robato,16,16,42.75,17.5,30.25,slim fit
Robato,16,16,43,17.5,30.25,slim fit
Robato,16,16,43.25,17.5,30.25,slim fit
Robato,16,16,43.5,17.5,30.25,slim fit
Robato,16,16,43.75,17.5,30.25,slim fit
Robato,16,16,44,17.5,30.25,slim fit
Robato,16,16,41.25,17.75,30.25,slim fit
Robato,16,16,41.5,17.75,30.25,slim fit
Robato,16,16,41.75,17.75,30.25,slim fit
Robato,16,16,42,17.75,30.25,slim fit
Robato,16,16,42.25,17.75,30.25,slim fit
Robato,16,16,42.5,17.75,30.25,slim fit
Robato,16,16,42.75,17.75,30.25,slim fit
Robato,16,16,43,17.75,30.25,slim fit
Robato,16,16,43.25,17.75,30.25,slim fit
Robato,16,16,43.5,17.75,30.25,slim fit
Robato,16,16,43.75,17.75,30.25,slim fit
Robato,16,16,44,17.75,30.25,slim fit
Robato,16,16,41.25,18,30.25,slim fit
Robato,16,16,41.5,18,30.25,slim fit
Robato,16,16,41.75,18,30.25,slim fit
Robato,16,16,42,18,30.25,slim fit
Robato,16,16,42.25,18,30.25,slim fit
Robato,16,16,42.5,18,30.25,slim fit
Robato,16,16,42.75,18,30.25,slim fit
Robato,16,16,43,18,30.25,slim fit
Robato,16,16,43.25,18,30.25,slim fit
Robato,16,16,43.5,18,30.25,slim fit
Robato,16,16,43.75,18,30.25,slim fit
Robato,16,16,44,18,30.25,slim fit
Robato,16,15.75,41.25,17.5,30.5,slim fit
Robato,16,15.75,41.5,17.5,30.5,slim fit
Robato,16,15.75,41.75,17.5,30.5,slim fit
Robato,16,15.75,42,17.5,30.5,slim fit
Robato,16,15.75,42.25,17.5,30.5,slim fit
Robato,16,15.75,42.5,17.5,30.5,slim fit
Robato,16,15.75,42.75,17.5,30.5,slim fit
Robato,16,15.75,43,17.5,30.5,slim fit
Robato,16,15.75,43.25,17.5,30.5,slim fit
Robato,16,15.75,43.5,17.5,30.5,slim fit
Robato,16,15.75,43.75,17.5,30.5,slim fit
Robato,16,15.75,44,17.5,30.5,slim fit
Robato,16,15.75,41.25,17.75,30.5,slim fit
Robato,16,15.75,41.5,17.75,30.5,slim fit
Robato,16,15.75,41.75,17.75,30.5,slim fit
Robato,16,15.75,42,17.75,30.5,slim fit
Robato,16,15.75,42.25,17.75,30.5,slim fit
Robato,16,15.75,42.5,17.75,30.5,slim fit
Robato,16,15.75,42.75,17.75,30.5,slim fit
Robato,16,15.75,43,17.75,30.5,slim fit
Robato,16,15.75,43.25,17.75,30.5,slim fit
Robato,16,15.75,43.5,17.75,30.5,slim fit
Robato,16,15.75,43.75,17.75,30.5,slim fit
Robato,16,15.75,44,17.75,30.5,slim fit
Robato,16,15.75,41.25,18,30.5,slim fit
Robato,16,15.75,41.5,18,30.5,slim fit
Robato,16,15.75,41.75,18,30.5,slim fit
Robato,16,15.75,42,18,30.5,slim fit
Robato,16,15.75,42.25,18,30.5,slim fit
Robato,16,15.75,42.5,18,30.5,slim fit
Robato,16,15.75,42.75,18,30.5,slim fit
Robato,16,15.75,43,18,30.5,slim fit
Robato,16,15.75,43.25,18,30.5,slim fit
Robato,16,15.75,43.5,18,30.5,slim fit
Robato,16,15.75,43.75,18,30.5,slim fit
Robato,16,15.75,44,18,30.5,slim fit
Robato,16,15.75,41.25,17.5,30.25,slim fit
Robato,16,15.75,41.5,17.5,30.25,slim fit
Robato,16,15.75,41.75,17.5,30.25,slim fit
Robato,16,15.75,42,17.5,30.25,slim fit
Robato,16,15.75,42.25,17.5,30.25,slim fit
Robato,16,15.75,42.5,17.5,30.25,slim fit
Robato,16,15.75,42.75,17.5,30.25,slim fit
Robato,16,15.75,43,17.5,30.25,slim fit
Robato,16,15.75,43.25,17.5,30.25,slim fit
Robato,16,15.75,43.5,17.5,30.25,slim fit
Robato,16,15.75,43.75,17.5,30.25,slim fit
Robato,16,15.75,44,17.5,30.25,slim fit
Robato,16,15.75,41.25,17.75,30.25,slim fit
Robato,16,15.75,41.5,17.75,30.25,slim fit
Robato,16,15.75,41.75,17.75,30.25,slim fit
Robato,16,15.75,42,17.75,30.25,slim fit
Robato,16,15.75,42.25,17.75,30.25,slim fit
Robato,16,15.75,42.5,17.75,30.25,slim fit
Robato,16,15.75,42.75,17.75,30.25,slim fit
Robato,16,15.75,43,17.75,30.25,slim fit
Robato,16,15.75,43.25,17.75,30.25,slim fit
Robato,16,15.75,43.5,17.75,30.25,slim fit
Robato,16,15.75,43.75,17.75,30.25,slim fit
Robato,16,15.75,44,17.75,30.25,slim fit
Robato,16,15.75,41.25,18,30.25,slim fit
Robato,16,15.75,41.5,18,30.25,slim fit
Robato,16,15.75,41.75,18,30.25,slim fit
Robato,16,15.75,42,18,30.25,slim fit
Robato,16,15.75,42.25,18,30.25,slim fit
Robato,16,15.75,42.5,18,30.25,slim fit
Robato,16,15.75,42.75,18,30.25,slim fit
Robato,16,15.75,43,18,30.25,slim fit
Robato,16,15.75,43.25,18,30.25,slim fit
Robato,16,15.75,43.5,18,30.25,slim fit
Robato,16,15.75,43.75,18,30.25,slim fit
Robato,16,15.75,44,18,30.25,slim fit
Robato,16.5,16.25,44.25,18.25,30.75,slim fit
Robato,16.5,16.25,44.5,18.25,30.75,slim fit
Robato,16.5,16.25,44.75,18.25,30.75,slim fit
Robato,16.5,16.25,45,18.25,30.75,slim fit
Robato,16.5,16.25,45.25,18.25,30.75,slim fit
Robato,16.5,16.25,45.5,18.25,30.75,slim fit
Robato,16.5,16.25,45.75,18.25,30.75,slim fit
Robato,16.5,16.25,46,18.25,30.75,slim fit
Robato,16.5,16.25,44.25,18.5,30.75,slim fit
Robato,16.5,16.25,44.5,18.5,30.75,slim fit
Robato,16.5,16.25,44.75,18.5,30.75,slim fit
Robato,16.5,16.25,45,18.5,30.75,slim fit
Robato,16.5,16.25,45.25,18.5,30.75,slim fit
Robato,16.5,16.25,45.5,18.5,30.75,slim fit
Robato,16.5,16.25,45.75,18.5,30.75,slim fit
Robato,16.5,16.25,46,18.5,30.75,slim fit
Robato,16.5,16.25,44.25,18.25,31,slim fit
Robato,16.5,16.25,44.5,18.25,31,slim fit
Robato,16.5,16.25,44.75,18.25,31,slim fit
Robato,16.5,16.25,45,18.25,31,slim fit
Robato,16.5,16.25,45.25,18.25,31,slim fit
Robato,16.5,16.25,45.5,18.25,31,slim fit
Robato,16.5,16.25,45.75,18.25,31,slim fit
Robato,16.5,16.25,46,18.25,31,slim fit
Robato,16.5,16.25,44.25,18.5,31,slim fit
Robato,16.5,16.25,44.5,18.5,31,slim fit
Robato,16.5,16.25,44.75,18.5,31,slim fit
Robato,16.5,16.25,45,18.5,31,slim fit
Robato,16.5,16.25,45.25,18.5,31,slim fit
Robato,16.5,16.25,45.5,18.5,31,slim fit
Robato,16.5,16.25,45.75,18.5,31,slim fit
Robato,16.5,16.25,46,18.5,31,slim fit
Robato,16.5,16.5,44.25,18.25,30.75,slim fit
Robato,16.5,16.5,44.5,18.25,30.75,slim fit
Robato,16.5,16.5,44.75,18.25,30.75,slim fit
Robato,16.5,16.5,45,18.25,30.75,slim fit
Robato,16.5,16.5,45.25,18.25,30.75,slim fit
Robato,16.5,16.5,45.5,18.25,30.75,slim fit
Robato,16.5,16.5,45.75,18.25,30.75,slim fit
Robato,16.5,16.5,46,18.25,30.75,slim fit
Robato,16.5,16.5,44.25,18.5,30.75,slim fit
Robato,16.5,16.5,44.5,18.5,30.75,slim fit
Robato,16.5,16.5,44.75,18.5,30.75,slim fit
Robato,16.5,16.5,45,18.5,30.75,slim fit
Robato,16.5,16.5,45.25,18.5,30.75,slim fit
Robato,16.5,16.5,45.5,18.5,30.75,slim fit
Robato,16.5,16.5,45.75,18.5,30.75,slim fit
Robato,16.5,16.5,46,18.5,30.75,slim fit
Robato,16.5,16.5,44.25,18.25,31,slim fit
Robato,16.5,16.5,44.5,18.25,31,slim fit
Robato,16.5,16.5,44.75,18.25,31,slim fit
Robato,16.5,16.5,45,18.25,31,slim fit
Robato,16.5,16.5,45.25,18.25,31,slim fit
Robato,16.5,16.5,45.5,18.25,31,slim fit
Robato,16.5,16.5,45.75,18.25,31,slim fit
Robato,16.5,16.5,46,18.25,31,slim fit
Robato,16.5,16.5,44.25,18.5,31,slim fit
Robato,16.5,16.5,44.5,18.5,31,slim fit
Robato,16.5,16.5,44.75,18.5,31,slim fit
Robato,16.5,16.5,45,18.5,31,slim fit
Robato,16.5,16.5,45.25,18.5,31,slim fit
Robato,16.5,16.5,45.5,18.5,31,slim fit
Robato,16.5,16.5,45.75,18.5,31,slim fit
Robato,16.5,16.5,46,18.5,31,slim fit
Robato,17,16.75,46.25,18.75,31.25,slim fit
Robato,17,16.75,46.5,18.75,31.25,slim fit
Robato,17,16.75,46.75,18.75,31.25,slim fit
Robato,17,16.75,47,18.75,31.25,slim fit
Robato,17,16.75,47.25,18.75,31.25,slim fit
Robato,17,16.75,47.5,18.75,31.25,slim fit
Robato,17,16.75,47.75,18.75,31.25,slim fit
Robato,17,16.75,48,18.75,31.25,slim fit
Robato,17,16.75,46.25,19,31.25,slim fit
Robato,17,16.75,46.5,19,31.25,slim fit
Robato,17,16.75,46.75,19,31.25,slim fit
Robato,17,16.75,47,19,31.25,slim fit
Robato,17,16.75,47.25,19,31.25,slim fit
Robato,17,16.75,47.5,19,31.25,slim fit
Robato,17,16.75,47.75,19,31.25,slim fit
Robato,17,16.75,48,19,31.25,slim fit
Robato,17,16.75,46,18.5,31.5,slim fit
Robato,17,16.75,46.25,18.75,31.5,slim fit
Robato,17,16.75,46.5,18.75,31.5,slim fit
Robato,17,16.75,46.75,18.75,31.5,slim fit
Robato,17,16.75,47,18.75,31.5,slim fit
Robato,17,16.75,47.25,18.75,31.5,slim fit
Robato,17,16.75,47.5,18.75,31.5,slim fit
Robato,17,16.75,47.75,18.75,31.5,slim fit
Robato,17,16.75,48,18.75,31.5,slim fit
Robato,17,16.75,46.25,19,31.5,slim fit
Robato,17,16.75,46.5,19,31.5,slim fit
Robato,17,16.75,46.75,19,31.5,slim fit
Robato,17,16.75,47,19,31.5,slim fit
Robato,17,16.75,47.25,19,31.5,slim fit
Robato,17,16.75,47.5,19,31.5,slim fit
Robato,17,16.75,47.75,19,31.5,slim fit
Robato,17,16.75,48,19,31.5,slim fit
Robato,17,17,46.25,18.75,31.25,slim fit
Robato,17,17,46.5,18.75,31.25,slim fit
Robato,17,17,46.75,18.75,31.25,slim fit
Robato,17,17,47,18.75,31.25,slim fit
Robato,17,17,47.25,18.75,31.25,slim fit
Robato,17,17,47.5,18.75,31.25,slim fit
Robato,17,17,47.75,18.75,31.25,slim fit
Robato,17,17,48,18.75,31.25,slim fit
Robato,17,17,46.25,19,31.25,slim fit
Robato,17,17,46.5,19,31.25,slim fit
Robato,17,17,46.75,19,31.25,slim fit
Robato,17,17,47,19,31.25,slim fit
Robato,17,17,47.25,19,31.25,slim fit
Robato,17,17,47.5,19,31.25,slim fit
Robato,17,17,47.75,19,31.25,slim fit
Robato,17,17,48,19,31.25,slim fit
Robato,17,17,46,18.5,31.5,slim fit
Robato,17,17,46.25,18.75,31.5,slim fit
Robato,17,17,46.5,18.75,31.5,slim fit
Robato,17,17,46.75,18.75,31.5,slim fit
Robato,17,17,47,18.75,31.5,slim fit
Robato,17,17,47.25,18.75,31.5,slim fit
Robato,17,17,47.5,18.75,31.5,slim fit
Robato,17,17,47.75,18.75,31.5,slim fit
Robato,17,17,48,18.75,31.5,slim fit
Robato,17,17,46.25,19,31.5,slim fit
Robato,17,17,46.5,19,31.5,slim fit
Robato,17,17,46.75,19,31.5,slim fit
Robato,17,17,47,19,31.5,slim fit
Robato,17,17,47.25,19,31.5,slim fit
Robato,17,17,47.5,19,31.5,slim fit
Robato,17,17,47.75,19,31.5,slim fit
Robato,17,17,48,19,31.5,slim fit
Robato,17.5,17.25,48.25,19.25,31.75,slim fit
Robato,17.5,17.25,48.5,19.25,31.75,slim fit
Robato,17.5,17.25,48.75,19.25,31.75,slim fit
Robato,17.5,17.25,49,19.25,31.75,slim fit
Robato,17.5,17.25,49.25,19.25,31.75,slim fit
Robato,17.5,17.25,49.5,19.25,31.75,slim fit
Robato,17.5,17.25,49.75,19.25,31.75,slim fit
Robato,17.5,17.25,50,19.25,31.75,slim fit
Robato,17.5,17.25,48.25,19.5,31.75,slim fit
Robato,17.5,17.25,48.5,19.5,31.75,slim fit
Robato,17.5,17.25,48.75,19.5,31.75,slim fit
Robato,17.5,17.25,49,19.5,31.75,slim fit
Robato,17.5,17.25,49.25,19.5,31.75,slim fit
Robato,17.5,17.25,49.5,19.5,31.75,slim fit
